t_s,target_a,voltage_v,current_a,setpoint_echo_a,temp_c,runtime_s,fan,raw,flags
11.4808,0.9,13.042909622192383,0.0,9.999999974752427e-07,32.47929000854492,0,0,DF 07 03 08 16 01 00 C2 AF 50 41 00 00 00 00 00 00 00 00 CB EA 01 42 BD 37 86 35 4F,LOADOFF
11.5116,0.9,13.04281997680664,0.0,9.999999974752427e-07,32.47771453857422,0,0,DF 07 03 08 16 01 00 64 AF 50 41 00 00 00 00 00 00 00 00 2E E9 01 42 BD 37 86 35 4B,LOADOFF
11.5413,0.9,13.043203353881836,0.0,9.999999974752427e-07,32.47771453857422,0,0,DF 07 03 08 16 01 00 F6 B0 50 41 00 00 00 00 00 00 00 00 2E E9 01 42 BD 37 86 35 B8,LOADOFF
11.6304,0.9,13.04256820678711,0.0,9.999999974752427e-07,32.47771453857422,0,0,DF 07 03 08 16 01 00 5C AE 50 41 00 00 00 00 00 00 00 00 2E E9 01 42 BD 37 86 35 54,LOADOFF
11.6906,0.9,13.042486190795898,0.0,9.999999974752427e-07,32.47771453857422,0,0,DF 07 03 08 16 01 00 06 AE 50 41 00 00 00 00 00 00 00 00 2E E9 01 42 BD 37 86 35 AA,LOADOFF
11.7505,0.9,13.042869567871094,0.0,9.999999974752427e-07,32.4813117980957,0,0,DF 07 03 08 16 01 00 98 AF 50 41 00 00 00 00 00 00 00 00 DD EC 01 42 BD 37 86 35 65,LOADOFF
11.8251,0.9,13.042739868164062,0.0,9.999999974752427e-07,32.4813117980957,0,0,DF 07 03 08 16 01 00 10 AF 50 41 00 00 00 00 00 00 00 00 DD EC 01 42 BD 37 86 35 ED,LOADOFF
11.8707,0.9,13.04269790649414,0.0,9.999999974752427e-07,32.4813117980957,0,0,DF 07 03 08 16 01 00 E4 AE 50 41 00 00 00 00 00 00 00 00 DD EC 01 42 BD 37 86 35 1A,LOADOFF
11.9467,0.9,13.042991638183594,0.0,9.999999974752427e-07,32.484230041503906,0,0,DF 07 03 08 16 01 00 18 B0 50 41 00 00 00 00 00 00 00 00 DA EF 01 42 BD 37 86 35 E4,LOADOFF
12.0211,0.9,13.04281997680664,0.0,9.999999974752427e-07,32.484230041503906,0,0,DF 07 03 08 16 01 00 64 AF 50 41 00 00 00 00 00 00 00 00 DA EF 01 42 BD 37 86 35 99,LOADOFF
